﻿vt_symbol,symbol,exchange,tushare_ts_code,trade_date,tail_start,tail_end,start_datetime,end_datetime,reference_date,ma5,alphaagent_import_columns,note
688002.SSE,688002,SSE,688002.SH,2026-02-11,14:30,14:57,2026-02-11 14:30:00,2026-02-11 14:57:00,2026-02-10,113.484,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688003.SSE,688003,SSE,688003.SH,2026-02-11,14:30,14:57,2026-02-11 14:30:00,2026-02-11 14:57:00,2026-02-10,76.764,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688031.SSE,688031,SSE,688031.SH,2026-02-11,14:30,14:57,2026-02-11 14:30:00,2026-02-11 14:57:00,2026-02-10,182.984,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688270.SSE,688270,SSE,688270.SH,2026-02-11,14:30,14:57,2026-02-11 14:30:00,2026-02-11 14:57:00,2026-02-10,184.76,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688312.SSE,688312,SSE,688312.SH,2026-02-11,14:30,14:57,2026-02-11 14:30:00,2026-02-11 14:57:00,2026-02-10,48.86,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688625.SSE,688625,SSE,688625.SH,2026-02-11,14:30,14:57,2026-02-11 14:30:00,2026-02-11 14:57:00,2026-02-10,68.94,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688627.SSE,688627,SSE,688627.SH,2026-02-11,14:30,14:57,2026-02-11 14:30:00,2026-02-11 14:57:00,2026-02-10,291.77799999999996,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688663.SSE,688663,SSE,688663.SH,2026-02-11,14:30,14:57,2026-02-11 14:30:00,2026-02-11 14:57:00,2026-02-10,55.693999999999996,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688002.SSE,688002,SSE,688002.SH,2026-02-12,14:30,14:57,2026-02-12 14:30:00,2026-02-12 14:57:00,2026-02-11,112.828,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688008.SSE,688008,SSE,688008.SH,2026-02-12,14:30,14:57,2026-02-12 14:30:00,2026-02-12 14:57:00,2026-02-11,170.50799999999998,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688110.SSE,688110,SSE,688110.SH,2026-02-12,14:30,14:57,2026-02-12 14:30:00,2026-02-12 14:57:00,2026-02-11,128.626,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688127.SSE,688127,SSE,688127.SH,2026-02-12,14:30,14:57,2026-02-12 14:30:00,2026-02-12 14:57:00,2026-02-11,48.572,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688172.SSE,688172,SSE,688172.SH,2026-02-12,14:30,14:57,2026-02-12 14:30:00,2026-02-12 14:57:00,2026-02-11,42.230000000000004,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688312.SSE,688312,SSE,688312.SH,2026-02-12,14:30,14:57,2026-02-12 14:30:00,2026-02-12 14:57:00,2026-02-11,49.483999999999995,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688625.SSE,688625,SSE,688625.SH,2026-02-12,14:30,14:57,2026-02-12 14:30:00,2026-02-12 14:57:00,2026-02-11,68.988,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688663.SSE,688663,SSE,688663.SH,2026-02-12,14:30,14:57,2026-02-12 14:30:00,2026-02-12 14:57:00,2026-02-11,55.626,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688003.SSE,688003,SSE,688003.SH,2026-02-13,14:30,14:57,2026-02-13 14:30:00,2026-02-13 14:57:00,2026-02-12,75.822,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688008.SSE,688008,SSE,688008.SH,2026-02-13,14:30,14:57,2026-02-13 14:30:00,2026-02-13 14:57:00,2026-02-12,170.5,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688172.SSE,688172,SSE,688172.SH,2026-02-13,14:30,14:57,2026-02-13 14:30:00,2026-02-13 14:57:00,2026-02-12,41.815999999999995,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688195.SSE,688195,SSE,688195.SH,2026-02-13,14:30,14:57,2026-02-13 14:30:00,2026-02-13 14:57:00,2026-02-12,229.44400000000002,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688205.SSE,688205,SSE,688205.SH,2026-02-13,14:30,14:57,2026-02-13 14:30:00,2026-02-13 14:57:00,2026-02-12,170.32999999999998,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688258.SSE,688258,SSE,688258.SH,2026-02-13,14:30,14:57,2026-02-13 14:30:00,2026-02-13 14:57:00,2026-02-12,136.458,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688380.SSE,688380,SSE,688380.SH,2026-02-13,14:30,14:57,2026-02-13 14:30:00,2026-02-13 14:57:00,2026-02-12,50.804,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688625.SSE,688625,SSE,688625.SH,2026-02-13,14:30,14:57,2026-02-13 14:30:00,2026-02-13 14:57:00,2026-02-12,68.414,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688002.SSE,688002,SSE,688002.SH,2026-02-24,14:30,14:57,2026-02-24 14:30:00,2026-02-24 14:57:00,2026-02-13,114.24600000000001,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688127.SSE,688127,SSE,688127.SH,2026-02-24,14:30,14:57,2026-02-24 14:30:00,2026-02-24 14:57:00,2026-02-13,48.980000000000004,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688167.SSE,688167,SSE,688167.SH,2026-02-24,14:30,14:57,2026-02-24 14:30:00,2026-02-24 14:57:00,2026-02-13,349.87399999999997,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688257.SSE,688257,SSE,688257.SH,2026-02-24,14:30,14:57,2026-02-24 14:30:00,2026-02-24 14:57:00,2026-02-13,52.82000000000001,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688627.SSE,688627,SSE,688627.SH,2026-02-24,14:30,14:57,2026-02-24 14:30:00,2026-02-24 14:57:00,2026-02-13,284.69,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688717.SSE,688717,SSE,688717.SH,2026-02-24,14:30,14:57,2026-02-24 14:30:00,2026-02-24 14:57:00,2026-02-13,96.58399999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688726.SSE,688726,SSE,688726.SH,2026-02-24,14:30,14:57,2026-02-24 14:30:00,2026-02-24 14:57:00,2026-02-13,77.214,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688766.SSE,688766,SSE,688766.SH,2026-02-24,14:30,14:57,2026-02-24 14:30:00,2026-02-24 14:57:00,2026-02-13,267.356,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688127.SSE,688127,SSE,688127.SH,2026-02-25,14:30,14:57,2026-02-25 14:30:00,2026-02-25 14:57:00,2026-02-24,48.626,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688158.SSE,688158,SSE,688158.SH,2026-02-25,14:30,14:57,2026-02-25 14:30:00,2026-02-25 14:57:00,2026-02-24,40.35,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688195.SSE,688195,SSE,688195.SH,2026-02-25,14:30,14:57,2026-02-25 14:30:00,2026-02-25 14:57:00,2026-02-24,222.78199999999998,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688257.SSE,688257,SSE,688257.SH,2026-02-25,14:30,14:57,2026-02-25 14:30:00,2026-02-25 14:57:00,2026-02-24,53.104,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688312.SSE,688312,SSE,688312.SH,2026-02-25,14:30,14:57,2026-02-25 14:30:00,2026-02-25 14:57:00,2026-02-24,49.874,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688380.SSE,688380,SSE,688380.SH,2026-02-25,14:30,14:57,2026-02-25 14:30:00,2026-02-25 14:57:00,2026-02-24,50.148,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688521.SSE,688521,SSE,688521.SH,2026-02-25,14:30,14:57,2026-02-25 14:30:00,2026-02-25 14:57:00,2026-02-24,255.66,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688766.SSE,688766,SSE,688766.SH,2026-02-25,14:30,14:57,2026-02-25 14:30:00,2026-02-25 14:57:00,2026-02-24,267.556,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688002.SSE,688002,SSE,688002.SH,2026-02-26,14:30,14:57,2026-02-26 14:30:00,2026-02-26 14:57:00,2026-02-25,114.652,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688008.SSE,688008,SSE,688008.SH,2026-02-26,14:30,14:57,2026-02-26 14:30:00,2026-02-26 14:57:00,2026-02-25,168.99200000000002,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688037.SSE,688037,SSE,688037.SH,2026-02-26,14:30,14:57,2026-02-26 14:30:00,2026-02-26 14:57:00,2026-02-25,208.18400000000003,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688141.SSE,688141,SSE,688141.SH,2026-02-26,14:30,14:57,2026-02-26 14:30:00,2026-02-26 14:57:00,2026-02-25,51.504,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688205.SSE,688205,SSE,688205.SH,2026-02-26,14:30,14:57,2026-02-26 14:30:00,2026-02-26 14:57:00,2026-02-25,168.118,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688270.SSE,688270,SSE,688270.SH,2026-02-26,14:30,14:57,2026-02-26 14:30:00,2026-02-26 14:57:00,2026-02-25,174.22,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688380.SSE,688380,SSE,688380.SH,2026-02-26,14:30,14:57,2026-02-26 14:30:00,2026-02-26 14:57:00,2026-02-25,50.312,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688717.SSE,688717,SSE,688717.SH,2026-02-26,14:30,14:57,2026-02-26 14:30:00,2026-02-26 14:57:00,2026-02-25,97.792,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688172.SSE,688172,SSE,688172.SH,2026-02-27,14:30,14:57,2026-02-27 14:30:00,2026-02-27 14:57:00,2026-02-26,44.089999999999996,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688200.SSE,688200,SSE,688200.SH,2026-02-27,14:30,14:57,2026-02-27 14:30:00,2026-02-27 14:57:00,2026-02-26,300.086,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688205.SSE,688205,SSE,688205.SH,2026-02-27,14:30,14:57,2026-02-27 14:30:00,2026-02-27 14:57:00,2026-02-26,169.316,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688312.SSE,688312,SSE,688312.SH,2026-02-27,14:30,14:57,2026-02-27 14:30:00,2026-02-27 14:57:00,2026-02-26,49.846000000000004,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688380.SSE,688380,SSE,688380.SH,2026-02-27,14:30,14:57,2026-02-27 14:30:00,2026-02-27 14:57:00,2026-02-26,50.476,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688503.SSE,688503,SSE,688503.SH,2026-02-27,14:30,14:57,2026-02-27 14:30:00,2026-02-27 14:57:00,2026-02-26,91.69800000000001,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688521.SSE,688521,SSE,688521.SH,2026-02-27,14:30,14:57,2026-02-27 14:30:00,2026-02-27 14:57:00,2026-02-26,261.2,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688702.SSE,688702,SSE,688702.SH,2026-02-27,14:30,14:57,2026-02-27 14:30:00,2026-02-27 14:57:00,2026-02-26,177.776,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688002.SSE,688002,SSE,688002.SH,2026-03-02,14:30,14:57,2026-03-02 14:30:00,2026-03-02 14:57:00,2026-02-27,115.702,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688158.SSE,688158,SSE,688158.SH,2026-03-02,14:30,14:57,2026-03-02 14:30:00,2026-03-02 14:57:00,2026-02-27,40.344,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688167.SSE,688167,SSE,688167.SH,2026-03-02,14:30,14:57,2026-03-02 14:30:00,2026-03-02 14:57:00,2026-02-27,378.692,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688200.SSE,688200,SSE,688200.SH,2026-03-02,14:30,14:57,2026-03-02 14:30:00,2026-03-02 14:57:00,2026-02-27,298.162,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688223.SSE,688223,SSE,688223.SH,2026-03-02,14:30,14:57,2026-03-02 14:30:00,2026-03-02 14:57:00,2026-02-27,7.545999999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688312.SSE,688312,SSE,688312.SH,2026-03-02,14:30,14:57,2026-03-02 14:30:00,2026-03-02 14:57:00,2026-02-27,49.65,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688545.SSE,688545,SSE,688545.SH,2026-03-02,14:30,14:57,2026-03-02 14:30:00,2026-03-02 14:57:00,2026-02-27,59.322,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688627.SSE,688627,SSE,688627.SH,2026-03-02,14:30,14:57,2026-03-02 14:30:00,2026-03-02 14:57:00,2026-02-27,301.784,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
300394.SZSE,300394,SZSE,300394.SZ,2026-03-03,14:30,14:57,2026-03-03 14:30:00,2026-03-03 14:57:00,2026-03-02,354.648,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688037.SSE,688037,SSE,688037.SH,2026-03-03,14:30,14:57,2026-03-03 14:30:00,2026-03-03 14:57:00,2026-03-02,213.532,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688090.SSE,688090,SSE,688090.SH,2026-03-03,14:30,14:57,2026-03-03 14:30:00,2026-03-03 14:57:00,2026-03-02,55.672000000000004,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688216.SSE,688216,SSE,688216.SH,2026-03-03,14:30,14:57,2026-03-03 14:30:00,2026-03-03 14:57:00,2026-03-02,32.7,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688378.SSE,688378,SSE,688378.SH,2026-03-03,14:30,14:57,2026-03-03 14:30:00,2026-03-03 14:57:00,2026-03-02,39.232000000000006,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688545.SSE,688545,SSE,688545.SH,2026-03-03,14:30,14:57,2026-03-03 14:30:00,2026-03-03 14:57:00,2026-03-02,60.674,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688625.SSE,688625,SSE,688625.SH,2026-03-03,14:30,14:57,2026-03-03 14:30:00,2026-03-03 14:57:00,2026-03-02,73.15799999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688661.SSE,688661,SSE,688661.SH,2026-03-03,14:30,14:57,2026-03-03 14:30:00,2026-03-03 14:57:00,2026-03-02,99.974,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
000657.SZSE,000657,SZSE,000657.SZ,2026-03-04,14:30,14:57,2026-03-04 14:30:00,2026-03-04 14:57:00,2026-03-03,63.842,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
600410.SSE,600410,SSE,600410.SH,2026-03-04,14:30,14:57,2026-03-04 14:30:00,2026-03-04 14:57:00,2026-03-03,27.766000000000002,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688059.SSE,688059,SSE,688059.SH,2026-03-04,14:30,14:57,2026-03-04 14:30:00,2026-03-04 14:57:00,2026-03-03,122.282,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688127.SSE,688127,SSE,688127.SH,2026-03-04,14:30,14:57,2026-03-04 14:30:00,2026-03-04 14:57:00,2026-03-03,52.089999999999996,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688150.SSE,688150,SSE,688150.SH,2026-03-04,14:30,14:57,2026-03-04 14:30:00,2026-03-04 14:57:00,2026-03-03,34.226,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688170.SSE,688170,SSE,688170.SH,2026-03-04,14:30,14:57,2026-03-04 14:30:00,2026-03-04 14:57:00,2026-03-03,52.552,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688593.SSE,688593,SSE,688593.SH,2026-03-04,14:30,14:57,2026-03-04 14:30:00,2026-03-04 14:57:00,2026-03-03,36.172000000000004,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688702.SSE,688702,SSE,688702.SH,2026-03-04,14:30,14:57,2026-03-04 14:30:00,2026-03-04 14:57:00,2026-03-03,192.14600000000002,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
000657.SZSE,000657,SZSE,000657.SZ,2026-03-05,14:30,14:57,2026-03-05 14:30:00,2026-03-05 14:57:00,2026-03-04,65.372,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
002155.SZSE,002155,SZSE,002155.SZ,2026-03-05,14:30,14:57,2026-03-05 14:30:00,2026-03-05 14:57:00,2026-03-04,38.582,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
600410.SSE,600410,SSE,600410.SH,2026-03-05,14:30,14:57,2026-03-05 14:30:00,2026-03-05 14:57:00,2026-03-04,28.619999999999997,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688035.SSE,688035,SSE,688035.SH,2026-03-05,14:30,14:57,2026-03-05 14:30:00,2026-03-05 14:57:00,2026-03-04,70.89,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688150.SSE,688150,SSE,688150.SH,2026-03-05,14:30,14:57,2026-03-05 14:30:00,2026-03-05 14:57:00,2026-03-04,34.472,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688308.SSE,688308,SSE,688308.SH,2026-03-05,14:30,14:57,2026-03-05 14:30:00,2026-03-05 14:57:00,2026-03-04,75.61999999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688548.SSE,688548,SSE,688548.SH,2026-03-05,14:30,14:57,2026-03-05 14:30:00,2026-03-05 14:57:00,2026-03-04,26.3,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688702.SSE,688702,SSE,688702.SH,2026-03-05,14:30,14:57,2026-03-05 14:30:00,2026-03-05 14:57:00,2026-03-04,194.126,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688028.SSE,688028,SSE,688028.SH,2026-03-06,14:30,14:57,2026-03-06 14:30:00,2026-03-06 14:57:00,2026-03-05,117.958,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688170.SSE,688170,SSE,688170.SH,2026-03-06,14:30,14:57,2026-03-06 14:30:00,2026-03-06 14:57:00,2026-03-05,52.82000000000001,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688312.SSE,688312,SSE,688312.SH,2026-03-06,14:30,14:57,2026-03-06 14:30:00,2026-03-06 14:57:00,2026-03-05,54.998000000000005,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688485.SSE,688485,SSE,688485.SH,2026-03-06,14:30,14:57,2026-03-06 14:30:00,2026-03-06 14:57:00,2026-03-05,25.992,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688519.SSE,688519,SSE,688519.SH,2026-03-06,14:30,14:57,2026-03-06 14:30:00,2026-03-06 14:57:00,2026-03-05,111.66399999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688548.SSE,688548,SSE,688548.SH,2026-03-06,14:30,14:57,2026-03-06 14:30:00,2026-03-06 14:57:00,2026-03-05,26.544,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688702.SSE,688702,SSE,688702.SH,2026-03-06,14:30,14:57,2026-03-06 14:30:00,2026-03-06 14:57:00,2026-03-05,196.88600000000002,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688717.SSE,688717,SSE,688717.SH,2026-03-06,14:30,14:57,2026-03-06 14:30:00,2026-03-06 14:57:00,2026-03-05,115.704,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
600487.SSE,600487,SSE,600487.SH,2026-03-09,14:30,14:57,2026-03-09 14:30:00,2026-03-09 14:57:00,2026-03-06,48.966,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688090.SSE,688090,SSE,688090.SH,2026-03-09,14:30,14:57,2026-03-09 14:30:00,2026-03-09 14:57:00,2026-03-06,53.584,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688150.SSE,688150,SSE,688150.SH,2026-03-09,14:30,14:57,2026-03-09 14:30:00,2026-03-09 14:57:00,2026-03-06,34.648,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688170.SSE,688170,SSE,688170.SH,2026-03-09,14:30,14:57,2026-03-09 14:30:00,2026-03-09 14:57:00,2026-03-06,53.528,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688519.SSE,688519,SSE,688519.SH,2026-03-09,14:30,14:57,2026-03-09 14:30:00,2026-03-09 14:57:00,2026-03-06,110.25399999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688521.SSE,688521,SSE,688521.SH,2026-03-09,14:30,14:57,2026-03-09 14:30:00,2026-03-09 14:57:00,2026-03-06,243.22600000000003,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688629.SSE,688629,SSE,688629.SH,2026-03-09,14:30,14:57,2026-03-09 14:30:00,2026-03-09 14:57:00,2026-03-06,119.126,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
688661.SSE,688661,SSE,688661.SH,2026-03-09,14:30,14:57,2026-03-09 14:30:00,2026-03-09 14:57:00,2026-03-06,94.576,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
000657.SZSE,000657,SZSE,000657.SZ,2026-03-10,14:30,14:57,2026-03-10 14:30:00,2026-03-10 14:57:00,2026-03-09,65.312,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
300442.SZSE,300442,SZSE,300442.SZ,2026-03-10,14:30,14:57,2026-03-10 14:30:00,2026-03-10 14:57:00,2026-03-09,95.05999999999999,"vt_symbol,bar_time,open,high,low,close,volume,turnover","return all real 1m bars in [tail_start, tail_end] for this symbol-date"
