代码,买入日,首板日,pre1%,pre2%,pre3%,pre3_exbase%,pd1%,pd2%,pd3%,p3阴阳,p3max%,p3min%
600280.SSE,2023-07-18,2023-07-14,0.78,-1.89,-1.15,-1.53,0.76,-2.65,0.78,阳阴阳,0.78,-2.65
600280.SSE,2023-07-19,2023-07-14,0.78,-1.89,-1.15,-1.53,0.76,-2.65,0.78,阳阴阳,0.78,-2.65
600280.SSE,2024-08-06,2024-08-02,-2.47,-2.47,2.6,6.11,5.19,0.0,-2.47,阳阳阴,5.19,-2.47
600280.SSE,2024-08-07,2024-08-02,-2.47,-2.47,2.6,6.11,5.19,0.0,-2.47,阳阳阴,5.19,-2.47
600280.SSE,2024-11-08,2024-11-06,3.42,5.22,15.61,10.73,9.87,1.74,3.42,阳阳阳,9.87,1.74
600280.SSE,2025-11-20,2025-11-18,2.01,2.59,3.49,1.45,0.87,0.58,2.01,阳阳阳,2.01,0.58
600280.SSE,2026-06-02,2026-05-29,-2.68,-0.68,-0.34,3.1,0.34,2.05,-2.68,阳阳阴,2.05,-2.68
600281.SSE,2024-03-08,2024-03-06,-4.04,-5.94,-5.94,0.68,0.0,-1.98,-4.04,阳阴阴,0.0,-4.04
600281.SSE,2024-03-11,2024-03-06,-4.04,-5.94,-5.94,0.68,0.0,-1.98,-4.04,阳阴阴,0.0,-4.04
600281.SSE,2024-04-08,2024-04-02,0.83,2.82,3.99,-3.98,1.14,1.97,0.83,阳阳阳,1.97,0.83
600281.SSE,2025-04-30,2025-04-28,1.22,-0.6,-0.89,-2.66,-0.3,-1.79,1.22,阴阴阳,1.22,-1.79
600281.SSE,2025-06-13,2025-06-11,-1.62,6.45,8.78,9.7,2.2,8.2,-1.62,阳阳阴,8.2,-1.62
600281.SSE,2025-06-16,2025-06-11,-1.62,6.45,8.78,9.7,2.2,8.2,-1.62,阳阳阴,8.2,-1.62
600283.SSE,2023-05-30,2023-05-26,4.33,5.05,3.0,-0.53,-1.95,0.69,4.33,阴阳阳,4.33,-1.95
600287.SSE,2023-11-24,2023-11-22,0.88,2.14,3.24,2.15,1.08,1.25,0.88,阳阳阳,1.25,0.88
600287.SSE,2023-12-06,2023-12-04,-1.88,2.27,3.2,15.77,0.91,4.23,-1.88,阳阳阴,4.23,-1.88
600288.SSE,2024-11-22,2024-11-19,-7.74,-8.69,-10.53,-3.35,-2.02,-1.03,-7.74,阴阴阴,-1.03,-7.74
600288.SSE,2025-07-28,2025-07-24,3.31,-1.27,-1.18,-5.12,0.09,-4.43,3.31,阳阴阳,3.31,-4.43
600288.SSE,2026-07-08,2026-07-06,1.98,-1.53,-3.38,1.94,-1.88,-3.45,1.98,阴阴阳,1.98,-3.45
600292.SSE,2024-11-11,2024-11-07,-9.51,-8.57,-17.71,-0.39,-10.0,1.03,-9.51,阴阳阴,1.03,-10.0
600292.SSE,2024-12-03,2024-11-29,0.07,10.08,5.62,-0.56,-4.05,10.0,0.07,阴阳阳,10.0,-4.05
600293.SSE,2026-06-08,2026-06-04,-1.51,-1.8,2.19,-3.21,4.06,-0.3,-1.51,阳阴阴,4.06,-1.51
600297.SSE,2024-07-03,2024-07-01,-2.82,-11.54,-2.82,-10.13,9.86,-8.97,-2.82,阳阴阴,9.86,-8.97
600310.SSE,2023-05-24,2023-05-22,-1.49,-5.98,3.45,4.69,10.03,-4.56,-1.49,阳阴阴,10.03,-4.56
600310.SSE,2023-05-25,2023-05-22,-1.49,-5.98,3.45,4.69,10.03,-4.56,-1.49,阳阴阴,10.03,-4.56
600310.SSE,2026-03-30,2026-03-26,5.42,7.28,11.68,16.44,4.1,1.77,5.42,阳阳阳,5.42,1.77
600313.SSE,2026-08-19,2026-08-17,-1.75,-2.1,-2.1,-3.06,0.0,-0.35,-1.75,阳阴阴,0.0,-1.75
600316.SSE,2024-07-30,2024-07-26,-0.58,9.04,5.68,6.63,-3.09,9.68,-0.58,阴阳阴,9.68,-3.09
600318.SSE,2024-01-18,2024-01-16,5.11,0.42,-0.55,-3.66,-0.97,-4.46,5.11,阴阴阳,5.11,-4.46
600318.SSE,2024-11-06,2024-11-04,3.81,11.26,8.18,2.97,-2.77,7.18,3.81,阴阳阳,7.18,-2.77
600319.SSE,2025-07-02,2025-06-30,0.17,0.17,0.51,2.77,0.34,0.0,0.17,阳阳阳,0.34,0.0
600319.SSE,2025-11-20,2025-11-18,4.58,7.75,7.88,3.15,0.12,3.03,4.58,阳阳阳,4.58,0.12
600320.SSE,2025-03-25,2025-03-20,0.25,-0.98,0.25,7.71,1.23,-1.22,0.25,阳阴阳,1.23,-1.22
600326.SSE,2023-04-14,2023-04-12,5.79,5.18,2.43,3.39,-2.62,-0.58,5.79,阴阴阳,5.79,-2.62
600326.SSE,2024-05-07,2024-04-30,3.47,4.37,3.77,4.22,-0.58,0.87,3.47,阴阳阳,3.47,-0.58
600326.SSE,2024-08-15,2024-08-13,-3.01,-2.38,-0.22,12.86,2.21,0.65,-3.01,阳阳阴,2.21,-3.01
600327.SSE,2024-11-22,2024-11-20,2.48,12.62,10.17,0.45,-2.18,9.9,2.48,阴阳阳,9.9,-2.18
600327.SSE,2024-11-29,2024-11-26,-10.07,-1.09,8.78,33.19,9.98,9.98,-10.07,阳阳阴,9.98,-10.07
600336.SSE,2024-10-29,2024-10-25,-1.39,-2.4,-4.8,3.1,-2.46,-1.03,-1.39,阴阴阴,-1.03,-2.46
600343.SSE,2024-08-08,2024-08-06,-3.78,-3.78,0.72,7.77,4.67,0.0,-3.78,阳阳阴,4.67,-3.78
600343.SSE,2025-11-26,2025-11-24,0.5,10.57,9.22,5.66,-1.21,10.01,0.5,阴阳阳,10.01,-1.21
600345.SSE,2024-02-07,2024-02-05,-6.38,-9.45,-12.28,-3.06,-3.13,-3.29,-6.38,阴阴阴,-3.13,-6.38
600345.SSE,2024-06-18,2024-06-14,-0.53,-0.12,1.27,2.68,1.39,0.42,-0.53,阳阳阴,1.39,-0.53
600345.SSE,2024-06-19,2024-06-14,-0.53,-0.12,1.27,2.68,1.39,0.42,-0.53,阳阳阴,1.39,-0.53
600351.SSE,2024-02-08,2024-02-06,-8.01,-11.09,-11.71,-8.5,-0.7,-3.35,-8.01,阴阴阴,-0.7,-8.01
600353.SSE,2025-06-11,2025-06-09,-2.96,-4.37,-6.46,-3.61,-2.18,-1.46,-2.96,阴阴阴,-1.46,-2.96
600353.SSE,2026-06-17,2026-06-15,-4.18,5.4,9.97,21.96,4.33,9.99,-4.18,阳阳阴,9.99,-4.18
600353.SSE,2026-06-18,2026-06-15,-4.18,5.4,9.97,21.96,4.33,9.99,-4.18,阳阳阴,9.99,-4.18
600353.SSE,2026-08-18,2026-08-14,-3.03,-4.05,3.33,3.78,7.69,-1.05,-3.03,阳阴阴,7.69,-3.03
600354.SSE,2025-04-09,2025-04-07,3.41,3.41,4.91,-0.18,1.45,0.0,3.41,阳阳阳,3.41,0.0
600356.SSE,2024-12-03,2024-11-29,-0.66,-2.97,-2.34,-2.32,0.65,-2.32,-0.66,阳阴阴,0.65,-2.32
600358.SSE,2025-01-17,2025-01-14,0.0,-4.69,-3.27,-4.41,1.49,-4.69,0.0,阳阴阳,1.49,-4.69
600362.SSE,2025-10-10,2025-09-30,3.07,6.61,13.11,10.06,6.1,3.44,3.07,阳阳阳,6.1,3.07
600363.SSE,2024-11-01,2024-10-29,4.09,6.3,10.17,2.37,3.64,2.12,4.09,阳阳阳,4.09,2.12
600366.SSE,2025-06-13,2025-06-11,1.16,5.3,4.3,7.46,-0.95,4.1,1.16,阴阳阳,4.1,-0.95
600367.SSE,2026-06-03,2026-06-01,-3.37,6.29,7.79,22.72,1.41,10.0,-3.37,阳阳阴,10.0,-3.37
600369.SSE,2023-08-01,2023-07-28,-1.26,-0.51,4.26,5.59,4.79,0.76,-1.26,阳阳阴,4.79,-1.26
600371.SSE,2025-04-09,2025-04-07,2.57,2.93,4.89,1.9,1.91,0.35,2.57,阳阳阳,2.57,0.35
600371.SSE,2026-08-27,2026-08-25,1.81,-8.37,-11.96,-4.91,-3.91,-10.0,1.81,阴阴阳,1.81,-10.0
600375.SSE,2024-02-20,2024-02-08,-6.84,-16.13,-24.54,-20.47,-10.03,-9.97,-6.84,阴阴阴,-6.84,-10.03
600375.SSE,2024-02-23,2024-02-21,5.19,15.87,27.62,13.03,10.14,10.16,5.19,阳阳阳,10.16,5.19
600375.SSE,2024-02-26,2024-02-21,5.19,15.87,27.62,13.03,10.14,10.16,5.19,阳阳阳,10.16,5.19
600376.SSE,2024-09-30,2024-09-26,3.32,6.41,5.51,6.64,-0.85,2.99,3.32,阴阳阳,3.32,-0.85
600376.SSE,2025-09-05,2025-09-03,-1.12,-0.75,-1.49,0.0,-0.75,0.38,-1.12,阴阳阴,0.38,-1.12
600376.SSE,2025-09-08,2025-09-03,-1.12,-0.75,-1.49,0.0,-0.75,0.38,-1.12,阴阳阴,0.38,-1.12
600376.SSE,2025-09-16,2025-09-12,7.05,17.88,29.79,33.33,10.1,10.12,7.05,阳阳阳,10.12,7.05
600376.SSE,2025-09-17,2025-09-12,7.05,17.88,29.79,33.33,10.1,10.12,7.05,阳阳阳,10.12,7.05
600378.SSE,2024-02-08,2024-02-06,1.97,-2.76,-4.91,-4.78,-2.21,-4.63,1.97,阴阴阳,1.97,-4.63
600378.SSE,2026-07-01,2026-06-29,-8.92,-7.22,-6.09,-2.59,1.22,1.86,-8.92,阳阳阴,1.86,-8.92
600379.SSE,2026-04-30,2026-04-28,-2.33,3.11,8.15,10.45,4.89,5.56,-2.33,阳阳阴,5.56,-2.33
600379.SSE,2026-05-06,2026-04-28,-2.33,3.11,8.15,10.45,4.89,5.56,-2.33,阳阳阴,5.56,-2.33
600382.SSE,2024-12-03,2024-11-29,1.43,1.43,-1.84,-5.83,-3.23,0.0,1.43,阴阳阳,1.43,-3.23
600382.SSE,2024-12-04,2024-11-29,1.43,1.43,-1.84,-5.83,-3.23,0.0,1.43,阴阳阳,1.43,-3.23
600383.SSE,2024-09-30,2024-09-26,1.23,2.49,0.74,0.74,-1.72,1.25,1.23,阴阳阳,1.25,-1.72
600383.SSE,2024-10-08,2024-09-26,1.23,2.49,0.74,0.74,-1.72,1.25,1.23,阴阳阳,1.25,-1.72
600386.SSE,2024-07-31,2024-07-29,4.9,8.08,1.9,-1.61,-5.71,3.03,4.9,阴阳阳,4.9,-5.71
600386.SSE,2024-08-01,2024-07-29,4.9,8.08,1.9,-1.61,-5.71,3.03,4.9,阴阳阳,4.9,-5.71
600390.SSE,2024-11-06,2024-11-04,-1.74,3.96,3.09,8.41,-0.84,5.8,-1.74,阴阳阴,5.8,-1.74
600392.SSE,2024-02-08,2024-02-06,-4.96,-9.68,-11.65,-9.99,-2.18,-4.96,-4.96,阴阴阴,-2.18,-4.96
600392.SSE,2024-11-04,2024-10-31,-2.74,0.39,2.18,8.96,1.79,3.22,-2.74,阳阳阴,3.22,-2.74
600396.SSE,2026-03-19,2026-03-16,-6.28,0.0,0.0,14.05,0.0,6.7,-6.28,阳阳阴,6.7,-6.28
600396.SSE,2026-04-23,2026-04-21,3.5,1.37,-8.2,-11.08,-9.44,-2.06,3.5,阴阴阳,3.5,-9.44
600396.SSE,2026-05-08,2026-05-06,-4.89,-8.15,-1.98,13.37,6.72,-3.43,-4.89,阳阴阴,6.72,-4.89
600396.SSE,2026-05-13,2026-05-11,3.67,14.02,25.4,15.05,9.98,9.99,3.67,阳阳阳,9.99,3.67
600397.SSE,2024-12-30,2024-12-26,3.6,9.51,5.11,1.09,-4.01,5.7,3.6,阴阳阳,5.7,-4.01
600397.SSE,2024-12-31,2024-12-26,3.6,9.51,5.11,1.09,-4.01,5.7,3.6,阴阳阳,5.7,-4.01
600397.SSE,2026-02-13,2026-02-11,2.42,7.64,8.83,1.4,1.1,5.1,2.42,阳阳阳,5.1,1.1
600397.SSE,2026-06-18,2026-06-16,3.06,6.38,9.77,4.62,3.18,3.23,3.06,阳阳阳,3.23,3.06
600397.SSE,2026-06-22,2026-06-16,3.06,6.38,9.77,4.62,3.18,3.23,3.06,阳阳阳,3.23,3.06
600397.SSE,2026-08-06,2026-08-04,0.56,2.76,-5.16,-9.22,-7.7,2.19,0.56,阴阳阳,2.19,-7.7
600397.SSE,2026-08-07,2026-08-04,0.56,2.76,-5.16,-9.22,-7.7,2.19,0.56,阴阳阳,2.19,-7.7
600400.SSE,2025-09-22,2025-09-18,-2.48,0.36,4.17,6.82,3.79,2.92,-2.48,阳阳阴,3.79,-2.48
600400.SSE,2025-09-23,2025-09-18,-2.48,0.36,4.17,6.82,3.79,2.92,-2.48,阳阳阴,3.79,-2.48
600403.SSE,2025-10-16,2025-10-14,4.41,14.8,10.84,6.16,-3.45,9.95,4.41,阴阳阳,9.95,-3.45
600403.SSE,2025-10-17,2025-10-14,4.41,14.8,10.84,6.16,-3.45,9.95,4.41,阴阳阳,9.95,-3.45
600403.SSE,2026-06-03,2026-06-01,0.6,0.8,-0.79,-2.9,-1.57,0.2,0.6,阴阳阳,0.6,-1.57
600405.SSE,2024-11-25,2024-11-21,3.46,5.41,3.94,-2.04,-1.39,1.88,3.46,阴阳阳,3.46,-1.39
600408.SSE,2023-09-18,2023-09-14,4.47,4.47,3.63,-3.15,-0.81,0.0,4.47,阴阳阳,4.47,-0.81
600408.SSE,2025-10-20,2025-10-16,-1.21,1.24,3.38,7.36,2.11,2.48,-1.21,阳阳阴,2.48,-1.21
600408.SSE,2025-11-05,2025-11-03,-2.81,-12.39,-3.72,8.84,9.91,-9.86,-2.81,阳阴阴,9.91,-9.86
600408.SSE,2025-11-13,2025-11-11,7.29,2.64,3.14,5.85,0.48,-4.33,7.29,阳阴阳,7.29,-4.33
600408.SSE,2025-11-14,2025-11-11,7.29,2.64,3.14,5.85,0.48,-4.33,7.29,阳阴阳,7.29,-4.33
600410.SSE,2024-11-26,2024-11-21,2.88,5.93,0.0,-4.63,-5.59,2.96,2.88,阴阳阳,2.96,-5.59
600418.SSE,2023-10-30,2023-10-25,3.33,4.05,4.27,-4.12,0.21,0.7,3.33,阳阳阳,3.33,0.21
600418.SSE,2024-10-09,2024-09-30,0.88,4.2,3.45,3.96,-0.73,3.29,0.88,阴阳阳,3.29,-0.73
600429.SSE,2025-11-13,2025-11-10,-0.4,-0.6,0.4,1.22,1.01,-0.2,-0.4,阳阴阴,1.01,-0.4
600435.SSE,2026-01-08,2026-01-06,6.23,9.2,9.57,3.56,0.33,2.8,6.23,阳阳阳,6.23,0.33
600444.SSE,2023-12-06,2023-12-04,0.64,-0.71,-2.7,-1.13,-2.01,-1.34,0.64,阴阴阳,0.64,-2.01
600444.SSE,2023-12-07,2023-12-04,0.64,-0.71,-2.7,-1.13,-2.01,-1.34,0.64,阴阴阳,0.64,-2.01
600444.SSE,2025-07-22,2025-07-18,1.58,2.36,0.35,-0.76,-1.97,0.77,1.58,阴阳阳,1.58,-1.97
600446.SSE,2024-10-08,2024-09-27,4.4,5.27,15.75,12.13,9.96,0.83,4.4,阳阳阳,9.96,0.83
600448.SSE,2025-05-08,2025-05-06,1.52,2.29,-0.37,-2.22,-2.6,0.76,1.52,阴阳阳,1.52,-2.6
600448.SSE,2025-05-09,2025-05-06,1.52,2.29,-0.37,-2.22,-2.6,0.76,1.52,阴阳阳,1.52,-2.6
600460.SSE,2024-10-09,2024-09-30,5.76,11.08,11.44,9.71,0.33,5.02,5.76,阳阳阳,5.76,0.33
600463.SSE,2024-07-31,2024-07-29,0.7,0.84,-2.58,-2.33,-3.39,0.14,0.7,阴阳阳,0.7,-3.39
600463.SSE,2024-09-18,2024-09-12,0.37,-3.69,0.0,0.12,3.84,-4.05,0.37,阳阴阳,3.84,-4.05
600463.SSE,2025-05-22,2025-05-19,-0.1,0.31,-0.1,-0.71,-0.41,0.41,-0.1,阴阳阴,0.41,-0.41
600468.SSE,2025-05-20,2025-05-16,-0.65,-0.65,-1.72,0.22,-1.07,0.0,-0.65,阴阳阴,0.0,-1.07
600468.SSE,2025-05-21,2025-05-16,-0.65,-0.65,-1.72,0.22,-1.07,0.0,-0.65,阴阳阴,0.0,-1.07
600468.SSE,2025-06-04,2025-05-30,-1.7,-2.75,7.06,19.78,10.08,-1.07,-1.7,阳阴阴,10.08,-1.7
600468.SSE,2025-06-10,2025-06-06,-7.07,-6.23,3.14,22.14,9.99,0.91,-7.07,阳阳阴,9.99,-7.07
600470.SSE,2024-11-22,2024-11-19,-1.42,-2.99,-4.88,-2.95,-1.95,-1.59,-1.42,阴阴阴,-1.42,-1.95
600475.SSE,2025-07-07,2025-07-03,-0.86,-0.29,-0.76,-0.29,-0.48,0.58,-0.86,阴阳阴,0.58,-0.86
600475.SSE,2025-07-08,2025-07-03,-0.86,-0.29,-0.76,-0.29,-0.48,0.58,-0.86,阴阳阴,0.58,-0.86
600475.SSE,2025-08-07,2025-08-05,0.21,2.48,2.19,-1.63,-0.28,2.27,0.21,阴阳阳,2.27,-0.28
600475.SSE,2025-08-08,2025-08-05,0.21,2.48,2.19,-1.63,-0.28,2.27,0.21,阴阳阳,2.27,-0.28
600477.SSE,2026-01-13,2026-01-08,2.41,2.77,0.0,2.84,-2.69,0.35,2.41,阴阳阳,2.41,-2.69
600479.SSE,2026-08-28,2026-08-26,2.24,2.66,-0.5,-0.91,-3.08,0.41,2.24,阴阳阳,2.24,-3.08
600481.SSE,2024-10-30,2024-10-25,-3.87,-0.89,0.9,9.15,1.81,3.1,-3.87,阳阳阴,3.1,-3.87
600488.SSE,2026-03-31,2026-03-27,-0.51,1.29,6.2,-1.0,4.85,1.8,-0.51,阳阳阴,4.85,-0.51
600488.SSE,2026-04-01,2026-03-27,-0.51,1.29,6.2,-1.0,4.85,1.8,-0.51,阳阳阴,4.85,-0.51
600498.SSE,2026-03-02,2026-02-26,-3.27,2.31,-1.78,5.81,-3.99,5.76,-3.27,阴阳阴,5.76,-3.99
600500.SSE,2026-06-12,2026-06-09,-5.09,-5.09,-9.38,-9.09,-4.52,0.0,-5.09,阴阳阴,0.0,-5.09
600501.SSE,2024-05-30,2024-05-28,-1.43,-1.43,-2.99,-3.1,-1.58,0.0,-1.43,阴阳阴,0.0,-1.58
600501.SSE,2024-05-31,2024-05-28,-1.43,-1.43,-2.99,-3.1,-1.58,0.0,-1.43,阴阳阴,0.0,-1.58
600501.SSE,2024-07-30,2024-07-26,6.63,7.86,4.66,1.92,-2.97,1.16,6.63,阴阳阳,6.63,-2.97
600501.SSE,2024-07-31,2024-07-26,6.63,7.86,4.66,1.92,-2.97,1.16,6.63,阴阳阳,6.63,-2.97
600502.SSE,2026-04-01,2026-03-30,-1.69,-2.72,1.53,5.58,4.37,-1.05,-1.69,阳阴阴,4.37,-1.69
600503.SSE,2024-12-12,2024-12-10,-8.91,0.32,10.45,33.33,10.1,10.13,-8.91,阳阳阴,10.13,-8.91
600505.SSE,2024-05-14,2024-05-10,4.11,14.57,17.16,23.85,2.26,10.04,4.11,阳阳阳,10.04,2.26
600505.SSE,2025-04-28,2025-04-24,5.0,6.21,16.85,10.06,10.02,1.15,5.0,阳阳阳,10.02,1.15
600506.SSE,2023-11-13,2023-11-09,-1.04,-0.85,-0.57,0.09,0.29,0.19,-1.04,阳阳阴,0.29,-1.04
600506.SSE,2023-11-17,2023-11-15,1.51,-4.2,5.4,14.18,10.02,-5.62,1.51,阳阴阳,10.02,-5.62
600506.SSE,2023-11-20,2023-11-15,1.51,-4.2,5.4,14.18,10.02,-5.62,1.51,阳阴阳,10.02,-5.62
600506.SSE,2023-12-29,2023-12-27,2.55,0.51,0.59,-0.89,0.07,-1.99,2.55,阳阴阳,2.55,-1.99
600506.SSE,2024-12-13,2024-12-11,7.38,2.44,-4.94,-2.6,-7.21,-4.6,7.38,阴阴阳,7.38,-7.21
600508.SSE,2026-08-26,2026-08-24,2.05,2.51,2.75,1.73,0.23,0.46,2.05,阳阳阳,2.05,0.23
600513.SSE,2023-11-27,2023-11-23,0.28,-0.09,1.6,3.06,1.69,-0.37,0.28,阳阴阳,1.69,-0.37
600513.SSE,2024-11-08,2024-11-06,0.31,2.95,2.84,3.62,-0.11,2.63,0.31,阴阳阳,2.63,-0.11
600513.SSE,2025-07-14,2025-07-10,-5.35,4.12,14.52,23.75,9.99,10.01,-5.35,阳阳阴,10.01,-5.35
600518.SSE,2024-11-11,2024-11-07,1.43,5.45,7.58,5.53,2.02,3.96,1.43,阳阳阳,3.96,1.43
600520.SSE,2023-10-19,2023-10-17,-1.98,-2.25,-2.87,1.8,-0.63,-0.28,-1.98,阴阴阴,-0.28,-1.98
600520.SSE,2023-10-20,2023-10-17,-1.98,-2.25,-2.87,1.8,-0.63,-0.28,-1.98,阴阴阴,-0.28,-1.98
600520.SSE,2023-11-08,2023-11-06,4.35,-6.06,3.33,0.77,10.0,-9.98,4.35,阳阴阳,10.0,-9.98
600520.SSE,2024-10-28,2024-10-24,3.08,13.4,24.74,33.11,10.0,10.01,3.08,阳阳阳,10.01,3.08
600527.SSE,2024-11-01,2024-10-30,-2.76,3.53,3.53,9.7,0.0,6.47,-2.76,阳阳阴,6.47,-2.76
600527.SSE,2024-12-11,2024-12-06,2.17,-4.86,-7.11,0.0,-2.37,-6.88,2.17,阴阴阳,2.17,-6.88
600531.SSE,2026-01-27,2026-01-23,1.99,8.99,10.55,8.01,1.44,6.86,1.99,阳阳阳,6.86,1.44
600531.SSE,2026-01-28,2026-01-23,1.99,8.99,10.55,8.01,1.44,6.86,1.99,阳阳阳,6.86,1.44
600539.SSE,2025-01-16,2025-01-14,0.46,-6.89,-4.2,2.17,2.89,-7.31,0.46,阳阴阳,2.89,-7.31
600539.SSE,2025-03-13,2025-03-10,7.98,9.29,16.22,5.92,6.34,1.21,7.98,阳阳阳,7.98,1.21
600540.SSE,2023-09-04,2023-08-31,-0.74,0.0,0.75,1.49,0.75,0.74,-0.74,阳阳阴,0.75,-0.74
600540.SSE,2026-09-01,2026-08-27,1.46,2.96,5.57,0.98,2.53,1.48,1.46,阳阳阳,2.53,1.46
600545.SSE,2023-09-28,2023-09-26,0.39,3.24,2.82,0.79,-0.4,2.83,0.39,阴阳阳,2.83,-0.4
600545.SSE,2024-12-09,2024-12-05,-0.84,3.96,8.26,8.68,4.13,4.85,-0.84,阳阳阴,4.85,-0.84
600545.SSE,2024-12-12,2024-12-10,5.24,15.77,27.54,20.17,10.17,10.0,5.24,阳阳阳,10.17,5.24
600545.SSE,2024-12-13,2024-12-10,5.24,15.77,27.54,20.17,10.17,10.0,5.24,阳阳阳,10.17,5.24
600545.SSE,2026-03-06,2026-03-04,-6.87,-8.77,-8.5,-0.89,0.29,-2.05,-6.87,阳阴阴,0.29,-6.87
600550.SSE,2024-09-04,2024-09-02,0.68,3.74,3.98,0.0,0.23,3.04,0.68,阳阳阳,3.04,0.23
600550.SSE,2024-09-05,2024-09-02,0.68,3.74,3.98,0.0,0.23,3.04,0.68,阳阳阳,3.04,0.23
600550.SSE,2024-09-13,2024-09-11,-3.32,6.31,10.92,12.01,4.33,9.97,-3.32,阳阳阴,9.97,-3.32
600550.SSE,2024-09-18,2024-09-11,-3.32,6.31,10.92,12.01,4.33,9.97,-3.32,阳阳阴,9.97,-3.32
600550.SSE,2024-09-23,2024-09-19,7.99,18.73,30.54,32.97,9.94,9.95,7.99,阳阳阳,9.95,7.99
600550.SSE,2024-09-24,2024-09-19,7.99,18.73,30.54,32.97,9.94,9.95,7.99,阳阳阳,9.95,7.99
600550.SSE,2025-05-21,2025-05-19,2.24,-0.13,-0.13,-2.81,0.0,-2.31,2.24,阳阴阳,2.24,-2.31
600551.SSE,2026-09-01,2026-08-28,-1.59,-1.16,-0.15,1.02,1.02,0.43,-1.59,阳阳阴,1.02,-1.59
600552.SSE,2024-09-02,2024-08-29,-5.3,-5.06,4.43,15.96,9.99,0.26,-5.3,阳阳阴,9.99,-5.3
600556.SSE,2025-01-16,2025-01-14,-0.83,-5.56,-4.03,-1.64,1.61,-4.76,-0.83,阳阴阴,1.61,-4.76
600556.SSE,2025-01-17,2025-01-14,-0.83,-5.56,-4.03,-1.64,1.61,-4.76,-0.83,阳阴阴,1.61,-4.76
600560.SSE,2023-06-01,2023-05-30,0.77,2.04,3.66,2.29,1.59,1.25,0.77,阳阳阳,1.59,0.77
600560.SSE,2023-12-12,2023-12-08,2.79,4.69,2.51,3.69,-2.09,1.85,2.79,阴阳阳,2.79,-2.09
600560.SSE,2024-03-08,2024-03-06,-4.24,-4.3,-1.11,6.18,3.33,-0.06,-4.24,阳阴阴,3.33,-4.24
600561.SSE,2024-08-05,2024-08-01,-3.81,-8.57,-1.23,5.72,8.02,-4.95,-3.81,阳阴阴,8.02,-4.95
600570.SSE,2024-10-09,2024-09-27,5.59,7.69,15.03,7.64,6.82,1.99,5.59,阳阳阳,6.82,1.99
600571.SSE,2025-04-23,2025-04-21,-1.95,-1.82,-7.54,-3.75,-5.83,0.13,-1.95,阴阳阴,0.13,-5.83
600577.SSE,2024-03-26,2024-03-22,0.0,0.24,0.24,2.46,0.0,0.24,0.0,阳阳阳,0.24,0.0
600578.SSE,2026-05-15,2026-05-13,1.54,2.53,3.14,3.6,0.59,0.97,1.54,阳阳阳,1.54,0.59
600578.SSE,2026-05-18,2026-05-13,1.54,2.53,3.14,3.6,0.59,0.97,1.54,阳阳阳,1.54,0.59
600579.SSE,2023-12-15,2023-12-13,3.3,3.87,1.76,-1.36,-2.03,0.55,3.3,阴阳阳,3.3,-2.03
600579.SSE,2024-02-23,2024-02-20,3.98,-1.32,-11.21,-14.6,-10.02,-5.09,3.98,阴阴阳,3.98,-10.02
600579.SSE,2024-10-28,2024-10-24,0.0,2.86,3.2,5.15,0.34,2.86,0.0,阳阳阳,2.86,0.0
600579.SSE,2024-10-29,2024-10-24,0.0,2.86,3.2,5.15,0.34,2.86,0.0,阳阳阳,2.86,0.0
600579.SSE,2024-12-20,2024-12-18,0.12,10.2,7.18,6.91,-2.74,10.07,0.12,阴阳阳,10.07,-2.74
600579.SSE,2024-12-23,2024-12-18,0.12,10.2,7.18,6.91,-2.74,10.07,0.12,阴阳阳,10.07,-2.74
600579.SSE,2025-01-23,2025-01-21,1.57,-1.17,-1.64,-4.49,-0.47,-2.7,1.57,阴阴阳,1.57,-2.7
600579.SSE,2025-07-31,2025-07-29,0.97,2.33,3.85,3.37,1.49,1.35,0.97,阳阳阳,1.49,0.97
600589.SSE,2024-09-23,2024-09-19,-2.76,-4.95,-2.76,-2.25,2.3,-2.25,-2.76,阳阴阴,2.3,-2.76
600589.SSE,2024-09-24,2024-09-19,-2.76,-4.95,-2.76,-2.25,2.3,-2.25,-2.76,阳阴阴,2.3,-2.76
600589.SSE,2024-12-02,2024-11-28,0.0,-3.0,2.26,4.39,5.43,-3.0,0.0,阳阴阳,5.43,-3.0
600589.SSE,2024-12-03,2024-11-28,0.0,-3.0,2.26,4.39,5.43,-3.0,0.0,阳阴阳,5.43,-3.0
600590.SSE,2024-12-27,2024-12-25,-3.82,-11.13,-5.63,3.98,6.19,-7.6,-3.82,阳阴阴,6.19,-7.6
600590.SSE,2025-02-21,2025-02-19,2.28,12.54,13.77,11.84,1.09,10.04,2.28,阳阳阳,10.04,1.09
600592.SSE,2023-11-08,2023-11-03,1.34,-0.41,-0.2,3.42,0.2,-1.73,1.34,阳阴阳,1.34,-1.73
600592.SSE,2025-03-06,2025-03-04,-2.57,-10.55,-1.57,11.11,10.03,-8.19,-2.57,阳阴阴,10.03,-8.19
600592.SSE,2025-05-07,2025-04-30,4.29,6.92,5.75,3.88,-1.09,2.52,4.29,阴阳阳,4.29,-1.09
600593.SSE,2023-12-04,2023-11-30,0.12,1.19,0.59,0.95,-0.59,1.07,0.12,阴阳阳,1.07,-0.59
